Source,Target,Attributes
383764965738439826332733176450497711632163940517,4,"{'avg_min_between_sent': 314.1, 'avg_min_between_received': 226488.05, 'time_diff': 908779.07, 'sent_txns': 9, 'received_txns': 4, 'min_value_received': 0.10605, 'max_value_received': 4.80696, 'min_val_sent': 0.000488, 'max_val_sent': 4.690632, 'total_txns': 13, 'total_ether_sent': 8.38748203, 'total_ether_received': 8.38973947}"
126267539846573730538247228582990851511832188740,2,"{'avg_min_between_sent': 143.12, 'avg_min_between_received': 42.4, 'time_diff': 371.03, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 0.098022, 'max_value_received': 3.860612, 'min_val_sent': 0.097518, 'max_val_sent': 3.860132, 'total_txns': 4, 'total_ether_sent': 3.957650149, 'total_ether_received': 3.958634367}"
869724317487521127780218338790191577705443962210,4,"{'avg_min_between_sent': 219.74, 'avg_min_between_received': 23.88, 'time_diff': 461985.15, 'sent_txns': 2102, 'received_txns': 4, 'min_value_received': 1.0, 'max_value_received': 50.0, 'min_val_sent': 0.0, 'max_val_sent': 42.8, 'total_txns': 2106, 'total_ether_sent': 769.3553402000001, 'total_ether_received': 92.69996192}"
269542804031698445976212249102843312614122673143,16,"{'avg_min_between_sent': 12053.29, 'avg_min_between_received': 5797.14, 'time_diff': 478459.48, 'sent_txns': 32, 'received_txns': 16, 'min_value_received': 0.045, 'max_value_received': 170.4305, 'min_val_sent': 0.0, 'max_val_sent': 170.0, 'total_txns': 48, 'total_ether_sent': 748.4030005, 'total_ether_received': 685.5946452000002}"
1170220710992460151963069889307675122732693842546,6,"{'avg_min_between_sent': 3.75, 'avg_min_between_received': 20867.01, 'time_diff': 125220.78, 'sent_txns': 5, 'received_txns': 6, 'min_value_received': 0.068868, 'max_value_received': 29.98, 'min_val_sent': 0.168397, 'max_val_sent': 29.979544, 'total_txns': 11, 'total_ether_sent': 41.94663734, 'total_ether_received': 41.94886819}"
548780112540982843063569553932717067275732658824,5,"{'avg_min_between_sent': 508.52, 'avg_min_between_received': 984.54, 'time_diff': 5939.73, 'sent_txns': 2, 'received_txns': 5, 'min_value_received': 0.03, 'max_value_received': 1.0, 'min_val_sent': 1.164716, 'max_val_sent': 1.164905, 'total_txns': 7, 'total_ether_sent': 2.329622, 'total_ether_received': 2.33}"
101125799150606424354164641843005144117715277003,4,"{'avg_min_between_sent': 1073.45, 'avg_min_between_received': 2568.64, 'time_diff': 18862.12, 'sent_txns': 8, 'received_txns': 4, 'min_value_received': 0.002, 'max_value_received': 2.754043, 'min_val_sent': 0.01, 'max_val_sent': 5.2, 'total_txns': 12, 'total_ether_sent': 10.45003049, 'total_ether_received': 5.42945861}"
984331304920347355957096196913354517974908700979,21,"{'avg_min_between_sent': 5232.82, 'avg_min_between_received': 9643.72, 'time_diff': 270544.85, 'sent_txns': 13, 'received_txns': 21, 'min_value_received': 0.0005, 'max_value_received': 19.05, 'min_val_sent': 0.03307, 'max_val_sent': 59.998364, 'total_txns': 34, 'total_ether_sent': 82.56360441, 'total_ether_received': 72.14346441}"
207232755651464053116977732378994133775272181537,32,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 5043.88, 'time_diff': 161404.23, 'sent_txns': 0, 'received_txns': 32, 'min_value_received': 0.0, 'max_value_received': 10.896161, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 33, 'total_ether_sent': 0.0, 'total_ether_received': 113.7574012}"
172484310267253505144739797362136499245904345299,144,"{'avg_min_between_sent': 113.06, 'avg_min_between_received': 2677.31, 'time_diff': 401812.97, 'sent_txns': 144, 'received_txns': 144, 'min_value_received': 0.200116, 'max_value_received': 1.040161, 'min_val_sent': 0.199696, 'max_val_sent': 1.039741, 'total_txns': 288, 'total_ether_sent': 33.6858909, 'total_ether_received': 33.74639191}"
246502505729135300804960141251273541523462417775,55,"{'avg_min_between_sent': 920.39, 'avg_min_between_received': 1243.92, 'time_diff': 221200.0, 'sent_txns': 166, 'received_txns': 55, 'min_value_received': 0.01, 'max_value_received': 6.40695, 'min_val_sent': 0.0, 'max_val_sent': 10.0, 'total_txns': 221, 'total_ether_sent': 147.68225900000004, 'total_ether_received': 120.1359128}"
820983421895485643276210489213717859605596431155,2,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 13.69, 'time_diff': 17083.5, 'sent_txns': 1, 'received_txns': 2, 'min_value_received': 0.001, 'max_value_received': 1.0, 'min_val_sent': 1.000958, 'max_val_sent': 1.000958, 'total_txns': 3, 'total_ether_sent': 1.000957998, 'total_ether_received': 1.001}"
160163920113316667684457186503957065576018136044,5,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 36574.23, 'time_diff': 182871.17, 'sent_txns': 0, 'received_txns': 5, 'min_value_received': 0.0, 'max_value_received': 0.0, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 6, 'total_ether_sent': 0.0, 'total_ether_received': 0.0}"
934494683291320325809895583743748420016809178118,5,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 45351.53, 'time_diff': 226757.65, 'sent_txns': 0, 'received_txns': 5, 'min_value_received': 0.0, 'max_value_received': 13.442145000000002, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 6, 'total_ether_sent': 0.0, 'total_ether_received': 25.84432272}"
139925151177621933800187981072233542457487908910,2,"{'avg_min_between_sent': 1.54, 'avg_min_between_received': 55.28, 'time_diff': 113.65, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 0.1, 'max_value_received': 2.8, 'min_val_sent': 0.09944, 'max_val_sent': 2.799428, 'total_txns': 4, 'total_ether_sent': 2.898867742, 'total_ether_received': 2.9}"
629502025683314524568526539693638274672049712161,33,"{'avg_min_between_sent': 997.08, 'avg_min_between_received': 6079.22, 'time_diff': 255453.78, 'sent_txns': 55, 'received_txns': 33, 'min_value_received': 0.012, 'max_value_received': 4.507006, 'min_val_sent': 0.0, 'max_val_sent': 7.623603, 'total_txns': 88, 'total_ether_sent': 43.84177719, 'total_ether_received': 43.8775933}"
1421598132382080603578154867255575016879615879308,88,"{'avg_min_between_sent': 4198.06, 'avg_min_between_received': 1832.94, 'time_diff': 194883.0, 'sent_txns': 8, 'received_txns': 88, 'min_value_received': 0.0002, 'max_value_received': 86.862386, 'min_val_sent': 0.009557, 'max_val_sent': 174.34124599999996, 'total_txns': 96, 'total_ether_sent': 175.6820632, 'total_ether_received': 175.6455135}"
612665973132690745195028322437678039038027266361,13,"{'avg_min_between_sent': 19901.17, 'avg_min_between_received': 35635.1, 'time_diff': 940884.37, 'sent_txns': 24, 'received_txns': 13, 'min_value_received': 0.002142, 'max_value_received': 2.027, 'min_val_sent': 0.0, 'max_val_sent': 2.021, 'total_txns': 37, 'total_ether_sent': 5.240356863, 'total_ether_received': 4.93965753}"
835018125053454287502187001506213586990627714128,1,"{'avg_min_between_sent': 165.1, 'avg_min_between_received': 0.0, 'time_diff': 330.2, 'sent_txns': 2, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 1.0, 'max_val_sent': 100.99736, 'total_txns': 3, 'total_ether_sent': 101.9973598, 'total_ether_received': 101.0}"
39664438201820504068149748468326838428149895943,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 9.2, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 2.080186, 'max_value_received': 2.080186, 'min_val_sent': 2.079566, 'max_val_sent': 2.079566, 'total_txns': 2, 'total_ether_sent': 2.0795659, 'total_ether_received': 2.0801859}"
552059869819619801513970522477591355105401385261,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 3.42, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.495, 'max_value_received': 0.495, 'min_val_sent': 0.49458, 'max_val_sent': 0.49458, 'total_txns': 2, 'total_ether_sent': 0.49458, 'total_ether_received': 0.495}"
359753543358336053466284011595731640785402732091,9,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 25195.29, 'time_diff': 226757.65, 'sent_txns': 0, 'received_txns': 9, 'min_value_received': 0.0, 'max_value_received': 6.977865, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 10, 'total_ether_sent': 0.0, 'total_ether_received': 23.6765124}"
275757599954427561530709743421154086403133895899,10,"{'avg_min_between_sent': 737.21, 'avg_min_between_received': 84.67, 'time_diff': 3058.33, 'sent_txns': 3, 'received_txns': 10, 'min_value_received': 0.01, 'max_value_received': 5.0, 'min_val_sent': 3.608353, 'max_val_sent': 6.0, 'total_txns': 13, 'total_ether_sent': 15.60835291, 'total_ether_received': 15.61093591}"
1221194929875806297995224561948984497113253700667,18,"{'avg_min_between_sent': 314.18, 'avg_min_between_received': 1212.52, 'time_diff': 23082.02, 'sent_txns': 4, 'received_txns': 18, 'min_value_received': 0.05, 'max_value_received': 1.80018, 'min_val_sent': 0.042333, 'max_val_sent': 9.1, 'total_txns': 22, 'total_ether_sent': 11.57048865, 'total_ether_received': 11.67313465}"
1440355105109852181652514980470161504728466100111,6,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 1927.39, 'time_diff': 17147.72, 'sent_txns': 1, 'received_txns': 6, 'min_value_received': 0.718625, 'max_value_received': 30.0, 'min_val_sent': 60.717575, 'max_val_sent': 60.717575, 'total_txns': 7, 'total_ether_sent': 60.717575, 'total_ether_received': 60.718625}"
1038373452054930762408604403428766688564271698067,9,"{'avg_min_between_sent': 9968.23, 'avg_min_between_received': 134.86, 'time_diff': 140768.88, 'sent_txns': 14, 'received_txns': 9, 'min_value_received': 0.1, 'max_value_received': 2.0, 'min_val_sent': 0.05581, 'max_val_sent': 1.5, 'total_txns': 23, 'total_ether_sent': 5.638315, 'total_ether_received': 5.653966131000002}"
784160238986730111765548664260739240508387722027,1,"{'avg_min_between_sent': 15.67, 'avg_min_between_received': 0.0, 'time_diff': 47.02, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 5.0, 'max_val_sent': 75.998186, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
1172477706535113625093709179045776726316352237482,1674,"{'avg_min_between_sent': 25.07, 'avg_min_between_received': 351.84, 'time_diff': 629867.88, 'sent_txns': 1631, 'received_txns': 1674, 'min_value_received': 0.200007, 'max_value_received': 127.0, 'min_val_sent': 0.011557, 'max_val_sent': 126.998825, 'total_txns': 3305, 'total_ether_sent': 737.2304975, 'total_ether_received': 726.712571}"
472335779494254044062248123306641388873654723509,28,"{'avg_min_between_sent': 1.69, 'avg_min_between_received': 12.47, 'time_diff': 17293.18, 'sent_txns': 9998, 'received_txns': 28, 'min_value_received': 0.097111, 'max_value_received': 141.0, 'min_val_sent': 0.001, 'max_val_sent': 361.835715, 'total_txns': 10026, 'total_ether_sent': 72593.45504, 'total_ether_received': 235.1722144}"
1106774588699828545815028539077172369612940669602,118,"{'avg_min_between_sent': 108.4, 'avg_min_between_received': 4480.93, 'time_diff': 541432.73, 'sent_txns': 117, 'received_txns': 118, 'min_value_received': 0.198485, 'max_value_received': 8.027599, 'min_val_sent': 0.000636, 'max_val_sent': 8.999691, 'total_txns': 235, 'total_ether_sent': 209.349598, 'total_ether_received': 209.429756}"
529719264625508523263141619651928652253943762438,3,"{'avg_min_between_sent': 231.53, 'avg_min_between_received': 31633.86, 'time_diff': 95596.18, 'sent_txns': 3, 'received_txns': 3, 'min_value_received': 0.997, 'max_value_received': 1.838, 'min_val_sent': 0.997012, 'max_val_sent': 1.8372580000000005, 'total_txns': 6, 'total_ether_sent': 3.833325263, 'total_ether_received': 3.835}"
1010191041625559272929261797860735502210059580935,7,"{'avg_min_between_sent': 1928.8, 'avg_min_between_received': 1880.71, 'time_diff': 24737.77, 'sent_txns': 6, 'received_txns': 7, 'min_value_received': 4.0, 'max_value_received': 12.0, 'min_val_sent': 0.003797, 'max_val_sent': 36.76622, 'total_txns': 13, 'total_ether_sent': 52.72388256, 'total_ether_received': 52.74698289}"
1111066009256759438743151918297348155805862211435,14,"{'avg_min_between_sent': 15668.97, 'avg_min_between_received': 10808.55, 'time_diff': 245333.43, 'sent_txns': 6, 'received_txns': 14, 'min_value_received': 0.98, 'max_value_received': 52.5021, 'min_val_sent': 0.008559, 'max_val_sent': 125.048674, 'total_txns': 20, 'total_ether_sent': 249.4865563, 'total_ether_received': 249.4899637}"
1043872892749101465626900722163220365196261065451,2,"{'avg_min_between_sent': 1.89, 'avg_min_between_received': 0.39, 'time_diff': 8.35, 'sent_txns': 4, 'received_txns': 2, 'min_value_received': 423.285822, 'max_value_received': 1577.714178, 'min_val_sent': 0.001078, 'max_val_sent': 1902.37628, 'total_txns': 6, 'total_ether_sent': 2000.998113, 'total_ether_received': 2001.0}"
898544323825733358026926242142450253670592208793,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 43.98, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 3.061761, 'max_value_received': 3.061761, 'min_val_sent': 3.061257, 'max_val_sent': 3.061257, 'total_txns': 2, 'total_ether_sent': 3.06125684, 'total_ether_received': 3.06176084}"
315756012315167015730295207324120958001001058833,23,"{'avg_min_between_sent': 6416.37, 'avg_min_between_received': 3469.12, 'time_diff': 689344.58, 'sent_txns': 95, 'received_txns': 23, 'min_value_received': 0.18, 'max_value_received': 11.493826, 'min_val_sent': 0.0, 'max_val_sent': 18.0, 'total_txns': 118, 'total_ether_sent': 92.22592536, 'total_ether_received': 86.02352031}"
335855676577111581100134414828656020637174924441,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 5918.27, 'sent_txns': 0, 'received_txns': 1, 'min_value_received': 0.0, 'max_value_received': 0.0, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 2, 'total_ether_sent': 0.0, 'total_ether_received': 0.0}"
885793239688582567640019024062183234150252909663,9,"{'avg_min_between_sent': 17.84, 'avg_min_between_received': 3235.62, 'time_diff': 29263.3, 'sent_txns': 8, 'received_txns': 9, 'min_value_received': 0.002142, 'max_value_received': 10.0, 'min_val_sent': 0.999137, 'max_val_sent': 9.998398, 'total_txns': 17, 'total_ether_sent': 17.99369173, 'total_ether_received': 18.00214223}"
429399452081615411208088426990108552593796928870,2,"{'avg_min_between_sent': 162.53, 'avg_min_between_received': 0.21, 'time_diff': 325.48, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 8.428123, 'max_value_received': 92.571877, 'min_val_sent': 5.804044, 'max_val_sent': 95.194929, 'total_txns': 4, 'total_ether_sent': 100.9989738, 'total_ether_received': 101.0}"
976866093884657083085562937761980911404975403237,2,"{'avg_min_between_sent': 666.55, 'avg_min_between_received': 1730.43, 'time_diff': 10792.93, 'sent_txns': 11, 'received_txns': 2, 'min_value_received': 0.1, 'max_value_received': 2.0, 'min_val_sent': 0.0, 'max_val_sent': 1.978934, 'total_txns': 13, 'total_ether_sent': 4.0455542, 'total_ether_received': 2.1}"
336948933279739252178133740922448237927434110878,1,"{'avg_min_between_sent': 163.33, 'avg_min_between_received': 0.0, 'time_diff': 326.65, 'sent_txns': 2, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.8037569999999999, 'max_val_sent': 100.195259, 'total_txns': 3, 'total_ether_sent': 100.9990158, 'total_ether_received': 101.0}"
113597524760930932185691635297207484652289036100,57,"{'avg_min_between_sent': 4753.38, 'avg_min_between_received': 12246.14, 'time_diff': 1016506.58, 'sent_txns': 67, 'received_txns': 57, 'min_value_received': 0.001232, 'max_value_received': 19.189, 'min_val_sent': 0.0, 'max_val_sent': 23.878, 'total_txns': 124, 'total_ether_sent': 83.6657, 'total_ether_received': 69.6597865}"
132825951411942993566393208840104180164369946603,4,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 22082.89, 'time_diff': 88331.55, 'sent_txns': 0, 'received_txns': 4, 'min_value_received': 0.0, 'max_value_received': 13.519495, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 5, 'total_ether_sent': 0.0, 'total_ether_received': 25.34781876}"
334270035283598151936916446111057526455460232722,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 53.37, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 23.944569, 'max_value_received': 23.944569, 'min_val_sent': 23.944065, 'max_val_sent': 23.944065, 'total_txns': 2, 'total_ether_sent': 23.944065, 'total_ether_received': 23.944569}"
195792116907079864658180140072913917394745530107,8,"{'avg_min_between_sent': 3263.49, 'avg_min_between_received': 743.39, 'time_diff': 28791.53, 'sent_txns': 7, 'received_txns': 8, 'min_value_received': 0.05, 'max_value_received': 3.502538, 'min_val_sent': 0.108725, 'max_val_sent': 4.497821, 'total_txns': 15, 'total_ether_sent': 8.77213341, 'total_ether_received': 8.78135241}"
743997298222051756331520041128416020426188528418,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 0.0, 'sent_txns': 0, 'received_txns': 1, 'min_value_received': 0.0666399999999999, 'max_value_received': 0.0666399999999999, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 1, 'total_ether_sent': 0.0, 'total_ether_received': 0.066639638}"
951752408095119365784148363263824413046979744765,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 45707.75, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.5, 'max_value_received': 0.5, 'min_val_sent': 0.499559, 'max_val_sent': 0.499559, 'total_txns': 2, 'total_ether_sent': 0.499559, 'total_ether_received': 0.5}"
1347468453104350340268763471501563862615109355263,9,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 1044.94, 'time_diff': 22955.32, 'sent_txns': 1, 'received_txns': 9, 'min_value_received': 0.4, 'max_value_received': 1.050938, 'min_val_sent': 5.9668730000000005, 'max_val_sent': 5.9668730000000005, 'total_txns': 10, 'total_ether_sent': 5.96687287, 'total_ether_received': 5.96773387}"
1003212926034030713820341524662578642304523217637,2,"{'avg_min_between_sent': 2.11, 'avg_min_between_received': 0.52, 'time_diff': 7.35, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 485.199716, 'max_value_received': 1515.800284, 'min_val_sent': 0.6102350000000001, 'max_val_sent': 1166.386575, 'total_txns': 5, 'total_ether_sent': 2000.998585, 'total_ether_received': 2001.0}"
1425220033879685915532799356729652528612456291780,4,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 8.07, 'time_diff': 4397.48, 'sent_txns': 1, 'received_txns': 4, 'min_value_received': 1.0, 'max_value_received': 15.0, 'min_val_sent': 29.499559, 'max_val_sent': 29.499559, 'total_txns': 5, 'total_ether_sent': 29.499559, 'total_ether_received': 29.5}"
819918764009884482018076295971761090283799499214,47,"{'avg_min_between_sent': 4600.03, 'avg_min_between_received': 6634.3, 'time_diff': 1029417.03, 'sent_txns': 156, 'received_txns': 47, 'min_value_received': 0.00425, 'max_value_received': 25.0, 'min_val_sent': 0.0, 'max_val_sent': 50.0, 'total_txns': 203, 'total_ether_sent': 352.0420242, 'total_ether_received': 305.8394372}"
199127135786894843653532606619398685987730249734,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 1.73, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.719528, 'max_value_received': 0.719528, 'min_val_sent': 0.719057, 'max_val_sent': 0.719057, 'total_txns': 2, 'total_ether_sent': 0.719056734, 'total_ether_received': 0.71952837}"
611847299265393074231053228308129089927776699250,13,"{'avg_min_between_sent': 856.36, 'avg_min_between_received': 2201.5, 'time_diff': 44034.05, 'sent_txns': 18, 'received_txns': 13, 'min_value_received': 0.011106, 'max_value_received': 0.5965779999999999, 'min_val_sent': 0.0075, 'max_val_sent': 0.596137, 'total_txns': 31, 'total_ether_sent': 1.640059646, 'total_ether_received': 1.647997646}"
144893714117558626536115742252926889084503316690,1,"{'avg_min_between_sent': 147390.99, 'avg_min_between_received': 0.0, 'time_diff': 294781.98, 'sent_txns': 2, 'received_txns': 1, 'min_value_received': 0.5156390000000001, 'max_value_received': 0.5156390000000001, 'min_val_sent': 0.022101, 'max_val_sent': 0.053908, 'total_txns': 3, 'total_ether_sent': 0.076009175, 'total_ether_received': 0.5156390000000001}"
272550817245143616405130853970556008364896506947,102,"{'avg_min_between_sent': 136.72, 'avg_min_between_received': 12195.05, 'time_diff': 1257840.55, 'sent_txns': 102, 'received_txns': 102, 'min_value_received': 1.010023, 'max_value_received': 1.272665, 'min_val_sent': 1.006539, 'max_val_sent': 1.272057, 'total_txns': 204, 'total_ether_sent': 105.1553989, 'total_ether_received': 105.2293895}"
261089279247445024953283013740121957111291906457,146,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 1553.26, 'time_diff': 226776.6, 'sent_txns': 0, 'received_txns': 146, 'min_value_received': 0.0, 'max_value_received': 3.011242, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 147, 'total_ether_sent': 0.0, 'total_ether_received': 220.1534741}"
585009452533959012368442711638858195072392197211,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 8432.52, 'sent_txns': 0, 'received_txns': 1, 'min_value_received': 0.0, 'max_value_received': 0.0, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 2, 'total_ether_sent': 0.0, 'total_ether_received': 0.0}"
244036915915230403597175657136955784094408178238,2,"{'avg_min_between_sent': 163.59, 'avg_min_between_received': 0.37, 'time_diff': 327.92, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 26.008688, 'max_value_received': 74.991312, 'min_val_sent': 0.01, 'max_val_sent': 100.989016, 'total_txns': 4, 'total_ether_sent': 100.9990158, 'total_ether_received': 101.0}"
160358508384147153517234167134680874566610468654,9,"{'avg_min_between_sent': 1787.32, 'avg_min_between_received': 525.68, 'time_diff': 8305.77, 'sent_txns': 2, 'received_txns': 9, 'min_value_received': 0.05, 'max_value_received': 2.495, 'min_val_sent': 3.372342, 'max_val_sent': 3.87, 'total_txns': 11, 'total_ether_sent': 7.24234195, 'total_ether_received': 7.24406395}"
443453402799428504466624605577738512864667630845,15,"{'avg_min_between_sent': 249.59, 'avg_min_between_received': 253.5, 'time_diff': 4301.65, 'sent_txns': 2, 'received_txns': 15, 'min_value_received': 0.002, 'max_value_received': 5.154, 'min_val_sent': 5.153580000000002, 'max_val_sent': 10.560993, 'total_txns': 17, 'total_ether_sent': 15.71457338, 'total_ether_received': 15.71541338}"
760066695670867089847436736143937610359395783169,2,"{'avg_min_between_sent': 165.78, 'avg_min_between_received': 0.03, 'time_diff': 331.62, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 24.313195, 'max_value_received': 76.686805, 'min_val_sent': 0.21, 'max_val_sent': 100.788974, 'total_txns': 4, 'total_ether_sent': 100.9989738, 'total_ether_received': 101.0}"
498834233327659146433581609738849234347191180877,6,"{'avg_min_between_sent': 7.44, 'avg_min_between_received': 13181.85, 'time_diff': 79135.73, 'sent_txns': 6, 'received_txns': 6, 'min_value_received': 1.001, 'max_value_received': 67.353538, 'min_val_sent': 1.000392, 'max_val_sent': 67.35293, 'total_txns': 12, 'total_ether_sent': 151.85196340000005, 'total_ether_received': 151.8565381}"
106476504021276052665557620722324163939787177276,2,"{'avg_min_between_sent': 25.09, 'avg_min_between_received': 0.0, 'time_diff': 75.27, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 26.037499, 'max_value_received': 74.962501, 'min_val_sent': 0.646005, 'max_val_sent': 89.31309499999998, 'total_txns': 5, 'total_ether_sent': 100.998488, 'total_ether_received': 101.0}"
436495349428452404016199995063031930248100966575,5,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 125704.72, 'time_diff': 628523.6, 'sent_txns': 0, 'received_txns': 5, 'min_value_received': 0.008496, 'max_value_received': 1.5, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 5, 'total_ether_sent': 0.0, 'total_ether_received': 2.9035219}"
723305511040518161728415251927725093454358767179,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 0.0, 'sent_txns': 0, 'received_txns': 1, 'min_value_received': 0.001, 'max_value_received': 0.001, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 1, 'total_ether_sent': 0.0, 'total_ether_received': 0.001}"
286194797085768994841749956970001569356919167508,256,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 2896.43, 'time_diff': 741486.0, 'sent_txns': 0, 'received_txns': 256, 'min_value_received': 0.0, 'max_value_received': 3.252777, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 257, 'total_ether_sent': 0.0, 'total_ether_received': 308.517785}"
1226373470487073470354396871461448617579912276381,2,"{'avg_min_between_sent': 79608.57, 'avg_min_between_received': 1479.26, 'time_diff': 162175.67, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 0.630359, 'max_value_received': 1.0, 'min_val_sent': 0.56265, 'max_val_sent': 1.05, 'total_txns': 4, 'total_ether_sent': 1.61265, 'total_ether_received': 1.630359}"
738183114526799624031829154460842067304884329193,2,"{'avg_min_between_sent': 163.47, 'avg_min_between_received': 0.21, 'time_diff': 327.37, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 4.012596, 'max_value_received': 96.987404, 'min_val_sent': 4.0, 'max_val_sent': 96.998974, 'total_txns': 4, 'total_ether_sent': 100.9989738, 'total_ether_received': 101.0}"
720704120002818271818441095566013862548454313068,119,"{'avg_min_between_sent': 3496.38, 'avg_min_between_received': 305.97, 'time_diff': 232208.13, 'sent_txns': 56, 'received_txns': 119, 'min_value_received': 0.006509, 'max_value_received': 308.0, 'min_val_sent': 0.0, 'max_val_sent': 561.4, 'total_txns': 175, 'total_ether_sent': 561.6057401, 'total_ether_received': 561.6435849}"
93280606828576931699400259238740565796119266890,3,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 136.49, 'time_diff': 3534.2, 'sent_txns': 1, 'received_txns': 3, 'min_value_received': 0.5, 'max_value_received': 1.0, 'min_val_sent': 2.320937, 'max_val_sent': 2.320937, 'total_txns': 4, 'total_ether_sent': 2.3209365, 'total_ether_received': 2.3309365}"
828553076727157924625035861320331043668042954338,19,"{'avg_min_between_sent': 6141.71, 'avg_min_between_received': 9067.92, 'time_diff': 270557.78, 'sent_txns': 16, 'received_txns': 19, 'min_value_received': 8.4e-05, 'max_value_received': 2.478822, 'min_val_sent': 0.0, 'max_val_sent': 2.0, 'total_txns': 35, 'total_ether_sent': 9.496769806, 'total_ether_received': 9.503211791}"
724975170080382989351984482054344205436037415447,3,"{'avg_min_between_sent': 38281.1, 'avg_min_between_received': 72114.97, 'time_diff': 331188.2, 'sent_txns': 3, 'received_txns': 3, 'min_value_received': 0.495, 'max_value_received': 13.566285, 'min_val_sent': 0.005059, 'max_val_sent': 14.055285, 'total_txns': 6, 'total_ether_sent': 20.06654054, 'total_ether_received': 20.06812018}"
303845464195152714457546242264342092459842820936,1,"{'avg_min_between_sent': 22.72, 'avg_min_between_received': 0.0, 'time_diff': 68.15, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.9, 'max_val_sent': 63.33035699999999, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
547176201245917133475789060613374749310880222178,978,"{'avg_min_between_sent': 19.91, 'avg_min_between_received': 495.88, 'time_diff': 504283.45, 'sent_txns': 970, 'received_txns': 978, 'min_value_received': 0.007669, 'max_value_received': 6.7296190000000005, 'min_val_sent': 0.0072489999999999, 'max_val_sent': 6.729199, 'total_txns': 1948, 'total_ether_sent': 176.59803169999995, 'total_ether_received': 177.00545269999995}"
